"Cikkszám";"Termék Név";"Státusz";"Nettó Ár";"Bruttó Ár";"Rövid Leírás";"Tulajdonságok";"Link";"Min. Menny.";"Max. Menny.";"Raktárkészlet";"Vásárolható, ha nincs Raktáron";"Változatokhoz Raktárkészlet";"Alacsony készlet";"Kép kapcsolat"
"A004";"Foppapedretti Gyermek Kézmosó";"1";"2039.3701";"2590";"-Praktikus fogantyúval, biztonsági zárral és vízelvezető sapkával felszerelve<br />-Polipropilén váz és pohár, a legtöbb bidéhez alkalmas.<br />-Nyitott méretek: 40 x 45 x 50 cm<br />-Hajtogatott méretek: 40 x 44 x 17 cm<br />-A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)";"";"";"1";"";"1";"0";"0";"";""
"B029";"OkBaby 3in1 Utazóbili";"1";"3929.1339";"4990";"-Könnyen tisztítható, csúszásgátló gumi markolattal<br />-Kevés helyet foglal<br />-Könnyen üríthető, mosható, összecsukható<br />-Méretek: 24 x 24,5 x 13,5 cm<br />-A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)";"";"";"1";"";"no";"0";"1";"";""
"H160";"Pejoye összecsukható gyermek WC-szükítő";"2";"2354.3307";"2990";"Biztonságos és kényelmes<br />Összecsukható és hordozható<br />Különleges kialakítás gyerekeknek";"";"";"1";"";"1";"0";"0";"";""
"H074";"THERMOBABY Kiddyloo WC szűkítő";"2";"5503.937";"6990";"Anyaga: műanyag<br />Rögzítés módja: felnőtt wc deszkára illeszthető<br />Deréktámasz<br />Felszereltsége: kapaszkodó<br />Összecsukható";"";"";"1";"";"1";"0";"0";"";""
"C013";"Babymoov Székmagasító Up & Go";"1";"9834.6457";"12490";"Gyerekülések 3 pontos övvel, szinte minden székhez alkalmasak<br />Ideális utazáshoz: nagyon kompakt és fogantyúval felszerelt<br />Rugalmas: 7-14 cm magasságig állítható és így az asztal magasságához / gyermekméretéhez igazítható<br />Könnyű ápolás / tisztítás a kivehető neoprén burkolatnak köszönhetően<br />Nagyon kényelmes párnázás és szövetfelület<br />Összecsukható és könnyen állítható.<br />Univerzális, a legtöbb háttámlás székhez használható.<br />6 hónapos kortól max. 15 kg-ig használható.<br />Mérete: 27 x 29 x 32 - 40 cm ";"";"";"1";"";"2";"0";"0";"";""
"R009";"Badabulle Trendy Meal etetőszék";"2";"10228.3465";"12990";"<!HTML KOD><p><span style=""color: #ff0000;""><strong>Új, bontott dobozos termék</strong></span><br />-Könnyen állítható magasság (3 pozícióban, 10 és 14 cm között)<br />-Az első és a hátsó lábak magassága külön állítható<br />-Nagy, levehető, 2 pozícióban állítható étkezőlap<br />-Könnyen összecsukható és rendkívül kompakt (- 20 cm)<br />-Kényelmes ülőpárna, amely levehető és mosható (30 °)</p>";"";"";"1";"";"1";"0";"0";"";""
"F054";"Chicco Etetőszék";"1";"9440.9449";"11990";"Egyszerűen hordozható, mindenhol használható<br />Alkalmazkodik gyermeked méretéhez<br />Magassága a szék függvényében állítható, amelyre az etetőszék fel van szerelve.<br />Praktikus levehető pult.<br />3-pontos biztonsági öv<br />Levehető huzat az egyszerű karbantartás érdekében<br />Egyszerűen összecsukható és összecsukott állapotban kis méretű, így bárhová magaddal viheted";"";"";"1";"";"1";"0";"0";"";""
"H078";"Chicco Etetőszék Polly Progres5 - Anthracite";"2";"31488.189";"39990";"<!HTML KOD><p><strong>Új, Egy szállításból adódó sérülésen kivül hibátlan, a sérülés a működésében nem befolyásolja, összeszerelt állapotban nem látható</strong><br /><strong>Szállítás szétszerelt állapotban újracsomagolva</strong><br />ÚJSZÜLÖTT KORTÓL használható akár 3-4 éves korig!<br />4-kerekű, könnyen mozgatható, minden kerék fékezhető.<br />levehető dupla tálca<br />tálcába integrált kiesésgátló<br />5-pontos belső biztonsági öv<br />3 magasságba állítható lábtartó<br />a háttámla 4 fokozatba dönthető, szinte vízszintes pozícióig<br />az ülőrész magassága 8 fokozatban állítható<br />az etetőszék 4 keréken tolható<br />1.) újszülött funkció:az űlőrészt leengedve majdnem vízszintesre dönthető, az etetőszéket a lakás különböző pontjára tolhatjuk, így a baba megfelelő magasságban együtt lehet a szüleivel<br />2.) 6hó+: hagyományosan etetőszékként használható rajta a tálcával<br />3.) 12hó+: asztalhoz tolható etetőszék, ilyenkor az etetőtálcát le kell venni<br />4.) 12/18hó+: komfortos székmagasítóként is használható, felnőtt székre helyezve, akár már 6 hónapos kortól együtt a szűkítőbetéttel, etetőtácával felszerelve, pl. ott, ahol nincs hely a komplett etetőszék használatára<br />5.) 12/18hó+: egyszerű székmagasítóként is használható felnőtt székre helyezve (a szűkítőbetétet lecipzározzuk az alapülésről)<br />Anyagösszetétel: fém váz, polyester huzat</p>";"";"";"1";"";"1";"0";"0";"";""
"G93";"Chicco Polly Progress 5in1 etetőszék 4-kerekű, Cherry";"1";"31488.189";"39990";"<!HTML KOD><p><span style=""color: #ff0000;""><strong>Új,Gyári doboz nélküli termék</strong></span><br /><span style=""color: #ff0000;""><strong>Egy kis rögzitő műanyag letört, hiányzik, a müködésében nem befolyásolja.</strong></span><br /><span style=""color: #ff0000;""><strong>Fényképen látható a hiányzó darab.Egyszer összeszerelt ellenőrzés céljából.Szállítás szétszerelt állapotban.</strong></span><br />ÚJSZÜLÖTT KORTÓL használható akár 3-4 éves korig!<br />4-kerekű, könnyen mozgatható, minden kerék fékezhető.<br />levehető dupla tálca<br />tálcába integrált kiesésgátló<br />5-pontos belső biztonsági öv<br />3 magasságba állítható lábtartó<br />a háttámla 4 fokozatba dönthető, szinte vízszintes pozícióig<br />az ülőrész magassága 8 fokozatban állítható<br />az etetőszék 4 keréken tolható<br />1.) újszülött funkció:az űlőrészt leengedve majdnem vízszintesre dönthető, az etetőszéket a lakás különböző pontjára tolhatjuk, így a baba megfelelő magasságban együtt lehet a szüleivel<br />2.) 6hó+: hagyományosan etetőszékként használható rajta a tálcával<br />3.) 12hó+: asztalhoz tolható etetőszék, ilyenkor az etetőtálcát le kell venni<br />4.) 12/18hó+: komfortos székmagasítóként is használható, felnőtt székre helyezve, akár már 6 hónapos kortól együtt a szűkítőbetéttel, etetőtácával felszerelve, pl. ott, ahol nincs hely a komplett etetőszék használatára<br />5.) 12/18hó+: egyszerű székmagasítóként is használható felnőtt székre helyezve (a szűkítőbetétet lecipzározzuk az alapülésről)<br />Anyagösszetétel: fém váz, polyester huzat</p>";"";"";"1";"";"1";"0";"0";"";""
"H090";"CYBEX Lemo Tray  etetőszék tálca fekete";"2";"7866.1417";"9990";"Rögzíthető a Cybex LEMO Baby set-hez<br />Anyaga: műanyag<br />Használható: etetőszékhez<br />A következő etetőszékekhez használható: Cybex Lemo";"";"";"1";"";"1";"0";"0";"";""
"G077";"Ingenuity SmartServe Connolly 4in1 Kombinált etetőszék";"2";"26763.7795";"33990";"<p><span style=""color: #ff0000;""><strong>Új, Hiánytalan, Ellenőrzés miatt egyszer összeszerelt termék</strong></span></p><p>Etetőszék - műanyag, <br />6 hónapos kortól ajánlott, terhelhetőség: 22 kg, <br />5-pontos biztonsági öv, állítható magasság, levehető tálca, csúszásgátló talpak és mosható huzat<br />4az1ben funkció – választás magas étkezőszék, állítható kiegészítő ülés, kisgyermek-szék vagy kiegészítő ülés között<br />A gyermekkel együtt növekszik<br />A pult egyszerű levétele egy kézzel<br />A levehető tálca és tartály mosogatógépben mosható<br />A tetil ülőrész és a pántok mosógépben moshatóak<br />Szép színes kivitelezés</p>";"";"";"1";"";"1";"0";"0";"";""
"H089";"Italbaby Univerzális pamut etetőszék huzat";"2";"2748.0315";"3490";"100% pamut frottírból készült<br />Puha, lélegző<br />Univerzális";"";"";"1";"";"1";"0";"0";"";""
"F059";"Looping Heather Grey azstalhoz rögzíthető etetőszék";"1";"6291.3386";"7990";"Gyári csomagolás nélkül,hibátlan állapot<br />Kb. 6 hónapos kortól ajánlott<br />Maximális terhelhetőség: 15 kg.<br />Súlya:1,77kg<br />Hordozható<br />-A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)";"";"";"1";"";"1";"0";"0";"";""
"H075";"PEG PEREGO Tatamia Follow Me Fragola műanyag etetőszék";"2";"54322.8346";"68990";"<!HTML KOD><p><strong>Kiállított darab volt. Új, hibátlan állapot</strong><br /><strong>Összeszerelt</strong><br />Etetőszékként, pihenőszékként és hintaként is használható. <br />A Peg Perego Wonder elnevezésű huzatok különleges foltálló nanotechnológiai anyagból készülnek, mely textil hatású. <br />Könnyen tisztítható, légáteresztő és extra kényelmet nyújt.<br />Az etetőszék anyaga: műanyag<br />Az etetőszék újszülöttkortól használható<br />Összecsukható<br />Az etetőszék háttámlája dönthető<br />Az etetőszék ülőrészének magassága állítható<br />A tálca vagy karfa levehető<br />A tálca távolsága állítható<br />Dupla tálcás<br />A lábtartó magassága állítható<br />A huzat anyaga: bőrhatású poliészter<br />Pihenőszékként is használható<br />Hintaként is használható<br />Terhelhetősége (max. kg): 15<br />Mérete - HxSzxM (cm): 77x59x107<br />Mérete összecsukva - H x Sz x M (cm): 39x58x90<br />Szállítási mérete - HxSzxM (cm): 96x61x30<br />Szállítási súlya (kg): 17,2</p>";"";"";"1";"";"1";"0";"0";"";""
"G008";"AMAZONAS Hippo baba függőágy állvány";"2";"27551.1811";"34990";"Anyaga: fa<br />A következő modellekhez használható: Amazonas Kaya, Amazonas Kangoo<br />Mérete - HxSzxM (cm): 138,5x104x107<br />Tartozéka: 2 karabiner<br />Terhelhetősége (max. kg): 35<br />Szállítási mérete - HxSzxM (cm): 110x40x10<br />Szállítási súlya (kg): 7";"";"";"1";"";"1";"0";"0";"";""
"H070";"Babymoov Swoon Motion automatikus baba hintaszék/ringatószék";"2";"39362.2047";"49990";"<!HTML KOD><p><strong>Új kiállított termék volt. Hibátlan új állapot</strong><br />A Swoon Motion puha anyagai valóban kényelmes kis fekvőhelyet biztosítanak. <br />Emellett a betétnek és integrált mozgásérzékelőnek köszönhetően ideális a legkisebb csecsemők számára is.<br />Arra lett tervezve, hogy megkönnyítse életét, így ez a babaringató 360 °-ban elforgatható üléssel rendelkezik, ami lehetővé teszi, hogy folyamatosan szem előtt tarthassa kicsijét.<br />Színe: fehér és sötétszürke<br />Anyaga: szövet<br />Töltőanyag: poliészter hab<br />Huzat anyaga: poliészter<br />Mérete: 47 x 20 x 83,5 cm (Szé x Mé x Ma)<br />A baba ringató 3-féle pozícióba dönthető<br />5 pontos biztonsági öv<br />2-féle ringatási mód: oldalra és előre-hátra<br />Eltávolítható betét újszülöttek számára<br />5 ringatási sebességgel<br />Beprogramozható ringató időzítővel: 10, 20 vagy 30 perc<br />A csecsemő mozgása által beindított mozgásérzékelő<br />A háttámla 2 és az ülés 3 pozícióban állítható<br />3 helyzetben állítható babahordozóval<br />8 dallammal (a természet hangjai)<br />Állítható hangerő<br />Az ülés 360 °-ban elforgatható<br />Könnyen összeszerelhető<br />Szétszerelhető<br />Egy mini-USB adapter alaptartozék<br />4 db D típusú elem szükséges (nem alaptartozék)</p>";"";"";"1";"";"1";"0";"0";"";""
"D092";"Brevi Althea Hohe Multicolore Fantasy Babahinta";"1";"31488.189";"39990";"<!HTML KOD><p><strong>-Bontott dobozos termék, esztétikailag sérült csomagolás</strong><br />Távirányítóval működtethető.<br />Állítható sebesség / hangerő<br />Átívelő játékrúd<br />Állítható támla<br />Prémium minőség</p>";"";"";"1";"";"1";"0";"0";"";""
"C023";"Bright Starts Deluxe Ajtóhoz Rögzithető Hinta";"1";"7078.7402";"8990";"6 hónapos kortól 11 kg-ig ajánlott.<br />Élénk színek, egyedi minták<br />A fix rögzítő lehetővé teszi a biztonságos rögzítést az ajtókerethez.<br />A biztonsági övek gyermeke magasságához, súlyához állíthatók<br />4 interaktív játékot tartalmaz<br />Az ülőke mosógépben mosható.<br />--A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)<br />";"";"";"1";"";"0";"0";"0";"";""
"H015";"Bright starts pihenőszék";"2";"8653.5433";"10990";"<!HTML KOD><p><strong>Új termék, bontott, sérült doboz</strong><br />A Bright Starts Merry Sunshine pihenőszék élénk színeivel és vidám mintáival a gyermekek önfeledt szórakozását szolgálja. <br />Biztonsági öv<br />2 darab lelógó csörgős játékkal felszerelt<br />Nyugtató rezgéseket bocsát ki a baba megnyugtatása érdekében</p>";"";"";"1";"";"1";"0";"0";"";""
"H054";"Bright Starts, Disney Baby, Findet Nemo Jumperoo";"2";"26763.7795";"33990";"<p><span style=""color: #ff0000;""><strong>Új, kiállított darab volt, egy játékfigura (kishal) hiányzik</strong></span><br />Több mint 13 izgalmas játék és tevékenység<br />4 féle magasság állítási lehetőség<br />Nemo görgős labda játékállomás táncoló fényekkel és tengeri hangokkal.<br />Magas háttámla a további kényelemért<br />Az ülés 360 fokban elfordul, hogy minden játékhoz könnyen hozzáférhessen.<br />Az ülés párnája mosható.";"";"";"1";"";"1";"0";"0";"";""
"H162";"Chicco Polly Swing Up Elektromos hinta távirányítóval szürke";"2";"31488.189";"39990";"<!HTML KOD><p><strong>Kíállitott darab volt. A napellenzőjén apró javítás található. Ezen kivül hibátlan, új állapot.</strong><br />Doboza sérült<br />- A hintafunkció 4 fokozatban gyorsítható<br />- A háttámla 2 fokozatba dönthető<br />- Távirányítóval vezérelhető funkciók<br />- Ringató-rezgő funkció<br />- Levehető, praktikus játszótálca<br />- Levehető napfénytető<br />- 3-féle levehető játék<br />- Elektronikus zenélőpanel<br />- Szűkítőpárna<br />Zenepanel:<br />- 6-féle hangot bocsát ki: relaxáló természeti hangok<br />- Utánozza a szívhangot<br />- Többféle zenét játszik<br />Rezgő funkció:<br />- Az ülőrész elején a lábközti részen található a kapcsológomb<br />- Enyhe vibráló érzést ad, mely segíti a baba megnyugtatását.</p><p><iframe width=""280"" height=""157"" src=""//www.youtube.com/embed/Is_Guy8PW2c"" allowfullscreen=""allowfullscreen""></iframe></p>";"";"";"1";"";"1";"0";"0";"";""
"G013";"HAUCK Jump Hearts ajtóhinta";"2";"8259.8425";"10490";"<!HTML KOD><p><span style=""color: #ff0000;""><strong>Új,bontott, esztétikai hibás csomagolás</strong></span></p><p>Anyaga: műanyag<br />Ülőke anyaga: textil<br />Terhelhetősége (max): 12 kg<br />Használható: beltéren<br />Kizárólag otthoni használatra<br />Ajánlott kor (hó): 6+<br />Állítható magasság<br />Rögzítés módja: ajtókeret rögzítővel</p>";"";"";"1";"";"1";"0";"0";"";""
"A029";"Ingenuity Portable Swing Cozy Kingdom Babahinta";"1";"20464.5669";"25990";"Gyári csomagolás nélkül,új<br />A váz anyaga: fém<br />Terhelhetősége (max. kg): 9<br />Állítható dőlésszög<br />Állítható sebesség<br />Felszereltsége: plüss figura<br />Szabályozható hangerő<br />Dallamok száma: 6<br />--A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)<br /><br />";"";"";"1";"";"1";"0";"0";"";""
"D091";"INGENUITY Portable Swing&Hoots Babahinta";"2";"23614.1732";"29990";"<p><span style=""color: #ff0000;""><strong>Új,Sérült csomagolás,</strong></span></p><p><span style=""color: #ff0000;""><strong>Általunk,ellenőrzés céljából egyszer összeszerelt termék </strong></span>A váz anyaga: fém<br />Szállítás szétszerelt állapotban<br />Terhelhetősége (max. kg): 9<br />Állítható sebesség<br />Biztonsági öv, játszóállvány, levehető játék(ok)<br />Háttámla 2 fokozatba dönthető<br />Összecsukható<br />--A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)</p>";"";"";"1";"";"3";"0";"0";"";""
"A035";"Lionelo Elektromos Zenélő Fotel és Hinta";"1";"12590.5512";"15990";"<p><span style=""color: #ff0000;""><strong>Újszerű</strong></span><br />Legfeljebb 9 kg súlyú gyermekek számára alkalmas<br />75% pamut és 25% poliészter<br />Háttámlája két dőlési helyzetbe állítható<br />5 fokozatú lengés-sebesség</p>";"";"";"1";"";"1";"0";"0";"";""
"D106";"Mattel Fisher-Price 3-in-1 Deluxe Babahinta";"1";"38574.8031";"48990";"Minőségi és szilárd anyag<br />6 ringatási sebesség<br />Gyerekdalokat vagy kellemes természethangokat<br />A hangok és a dallamok hangereje állítható  <br />Egyszerű összeszerelés<br />A Fisher-price üléshez egy játékhíd is tartozik, amelyen két játék található<br />Az ülés teherbírása max.18 kg";"";"";"1";"";"1";"0";"0";"";""
"B051";"Babymoov Álomöv M/XL";"1";"5818.8976";"7390";"- Ergonomikus öv, amely az éjszakai alvás ideje alatt követi a test mozgását<br />- Megtartja a pocak súlyát oldat fekvés esetén<br />- Az állítható tépőzárnak köszönhetően a terhesség minden korszakában használható<br />- Felhelyezhető közvetlenül a bőrrel érintkezve vagy ruházatra<br />- Gépben 40°-on mosható.<br />";"";"";"1";"";"1";"0";"0";"";""
"C021";"Babymoov Cosydream Smokey Ergonómikus babapárna";"1";"6448.8189";"8190";"-Tökéletes testtartást biztosít<br />-Memória hab biztosítja a kényelmet<br />-Használatával csökkenthető a hasfájás<br />-A levehető huzat kézzel 30°C-on mosható<br />-4–6 hónapos korban ajánlott<br />-Anyaga: 100% pamut huzat, 100% poliuterán töltet";"";"";"1";"";"9";"0";"0";"";""
"C167";"Babymoov Cosymorpho smokey autós ülés párna";"1";"6291.3386";"7990";"-Anyaga: 100% poliészter<br />-Mérete: 54,5 × 34 × 5 cm<br />-Ergonomikus kialakítás<br />-Puha, légáteresztő anyag, mely megakadályozza az izzadást<br />-Memóriahabos<br />-Mosógépben mosható 30° C-on<br />-Használható autóban gyermekülésbe helyezve, babakocsiban, széken és hintában is<br />";"";"";"1";"";"1";"0";"0";"";""
"G074";"Fehn  nyakpárna kis denevérrel 24 x 20 cm";"2";"3141.7323";"3990";"A kis denevérrel ellátott nyakpárna nem hiányozhat egyetlen utazásból sem<br />Az ergonomikus forma alkalmazkodik a baba nyakához, és finoman megtámasztja a fejét - a kényelmes autóutakhoz!<br />A nyaktartó párna enyhíti a nyaki gerincet és a váll területét<br />A praktikus tépőzáras rögzítőnek köszönhetően a fej kiegészítő védelemben részesül, és nem billen előre<br />30 ° C-on mosható géppel is";"";"";"1";"";"13";"0";"0";"";""
"G055";"HB Life baba ágyrács védő";"2";"10228.3465";"12990";"Könnyen tisztítható vagy mosható, gépben alacsony hőmérsékleten, kímélő ciklussal<br />Hossz: 2m<br />Vastagság:15 cm";"";"";"1";"";"1";"0";"0";"";""
"F006";"HOBEA SZOPTATÓS PÁRNA";"1";"5897.6378";"7490";"Új<br />Oldal párna ként a gombot kigombolva, vagy szoptatós párna ként is használhatod.<br />Anyag: Külső anyag: 100% pamut, töltelék: szilikon szálak<br />Méret: 190 x 38 cm<br />A huzat 40 ° C-ig mosható, a belseje pedig 60 ° C-ig mosható<br />A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)";"";"";"1";"";"1";"0";"0";"";""
"B003";"Julius Zöllner Rácsvédő Párna 180 / 14 cm";"1";"3070.8661";"3900";"-Méret: 180<br />-Anyagtípus:(huzat) pamut<br />-Fix huzatos<br />-Tisztítás: mosógépben 30°C-on kímélő programmal mosható<br />-Öko-Tex Standard 100 minősítés<br />";"";"";"1";"";"1";"0";"0";"";""
"G082";"Julius Zöllner szoptatós párna 190cm antracit";"2";"11015.748";"13990";"betét huzat: 100% poliészter töltet: 100% polisztirol<br />huzat 100% pamut<br />Tisztítás: mosógépben 60°C-on mosható<br />Öko-Tex Standard 100 minősítés<br />Mérete külső íven (kb. cm): 190<br />Szoptatás során segít a megfelelő testhelyzet kialakításátban és megtartásában, többféle testhelyzetben használható.";"";"";"1";"";"1";"0";"0";"";""
"F050";"Koala Babycare Hugs Plus Terhességi és szoptatós párna";"1";"8653.5433";"10990";"JAVÍTJA AZ ALVÓ MINŐSÉGET<br />Sokkal kényelmesebb, mint a hagyományos szoptatós párnák<br />Állítható és kivehető deréktámasz<br />VAKUUM CSOMAGBAN<br />Huzat: 100% pamut<br />Belsőrész: 100% mikroszálas<br />Kitöltőanyag: 100% szilikon poliészter szál pehely";"";"";"1";"";"1";"0";"0";"";""
"F078";"Luchild fonott kiságy";"1";"10228.3465";"12990";"Új, gyári csomagolás nélkül<br />- Anyaga:plüss 80% pamut, 20% poliészter<br />- Töltete: 100% poliésztergolyó<br />- Mosás: 30 fokon mosógépben mosható<br />- Mérete: hossza kb. 200cm; magassága 12cm";"";"";"1";"";"1";"0";"0";"";""
"B013";"Medela Szoptatós Párna 170 cm";"1";"6291.3386";"7990";"-Huzat:100% pamut<br />-Levehető , külön mosható.<br />-Méret:  170 cm<br />-Szín: szürke";"";"";"1";"";"3";"0";"0";"";""
"B016";"Motherhood Szoptatós Párna Öko-Tex 100";"1";"6291.3386";"7990";"-Huzat 100% pamut<br />-Öko-Tex Standard 100 minősítés";"";"";"1";"";"1";"0";"0";"";""
"D006";"MOTHERHOOD SZOPTATÓS PÁRNA ÖKO-TEX 100";"1";"6291.3386";"7990";"-Huzat 100% pamut<br />-Öko-Tex Standard 100 minősítés";"";"";"1";"";"1";"0";"0";"";""
"D053";"MOTHERHOOD SZOPTATÓS PÁRNA ÖKO-TEX 100";"1";"6291.3386";"7990";"-Huzat 100% pamut<br />-Öko-Tex Standard 100 minősítés";"";"";"1";"";"2";"0";"0";"";""
"G018";"Motherhood Szoptatós Párna Öko-Tex 100";"1";"6291.3386";"7990";"-Huzat 100% pamut<br />-Öko-Tex Standard 100 minősítés<br />Méretek.54cm x 36cm x16cm";"";"";"1";"";"1";"0";"0";"";""
"G084";"roba Easy Air ""Star Magic rácsvédő";"2";"4716.5354";"5990";"Könnyű rácsvédő<br />Méretek:170 x 16 x 4 cm. <br />Anyaga: háló (100% poliészter) és 100% pamut, töltelék 100% poliészter, fedél mosható, cipzárral (fogantyú nélkül).<br />";"";"";"1";"";"1";"0";"0";"";""
"C020";"Sei Design szoptatós párna 170x30";"1";"3141.7323";"3990";"";"";"";"1";"";"1";"0";"0";"";""
"H102";"Theraline szoptatós párna huzat 190cm";"2";"2748.0315";"3490";"Szuper puha, vastag szövet - kiváló minőségű kivitel.<br />Mosható és szárítógépben szárításra alkalmas max. 60 ° C.<br />Könnyen felhelyezhető az extra hosszú, szinte láthatatlan cipzárnak köszönhetően.<br />100% pamut.";"";"";"1";"";"1";"0";"0";"";""
"B020";"Babymoov Utazóágy";"1";"23614.1732";"29990";"Utazóágy és járóka egyben<br />Kényelmes matrac memóriahabbal és levehető huzattal, ami 30°C-on mosható<br />Nagyon egyszerűen és gyorsan összecsukható és kinyitható<br />Mérete szétnyitott állapotban: 140cm x 80cm x 65cm<br />A matrac mérete: 60cm x 120cm<br />Anyag: poliészter<br />--A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)";"";"";"1";"";"1";"0";"0";"";""
"B008";"Chicco Next2Me Pótágy";"1";"43228.3465";"54900";"Összecsukható oldalsó panel az egyik kezével történő könnyű hozzáférés érdekében<br />Az ágymagasság 11 helyzetben állítható az ágy magasságához<br />A bal és a jobb láb magasságának független beállításának lehetősége, ideális reflux esetén, ahol a fejet fel kell emelni<br />Az ágy kényelmes matraccal rendelkezik<br />Egyszerű és gyors összeszerelés<br />Méret: 93 cm x 69 cm x 66/81 cm<br />--A kép illusztráció de a termék kinézete megegyezik vele(szín,modell)<br />";"";"";"1";"";"1";"0";"0";"";""
"G089";"Pinolino  Hanna 70x140 gyerekágy";"1";"21251.9685";"26990";"<p><span style=""color: #ff0000;""><strong>Új, Ellenőrzött bontott dobozos termék,sérült doboz</strong></span><br />Stabil, átalakítható tömörfa ágy<br />Tömör bükkből készült, , a fa szerkezete nagyon jól látható<br />Léckeret magasság állítható 3 különböző helyzetben, beleértve az átalakító blokkokat<br />0 és 3 év közötti gyermekeknek (gyermekágy), 3 és 6 év közötti gyermekeknek (junior ágy) <br />Méretek: H 144 cm, SZ 75 cm, H 85 cm<br />A Matrac nem tartozék";"";"";"1";"";"1";"0";"0";"";""
"H067";"FOPPAPEDRETTI SUPERTRES 3 IN 1 BABAKOCSI";"2";"94480.315";"119990";"A Foppapedretti olasz designt és olasz minőséget biztosít már 1945 óta!<br /><br />Az ár magában foglalja: hordozó, mózeskosár, sportrész, váz, levehető kupola, esővédő, alsó kosár, táska<br />Váz anyaga: alumínium<br />Összecsukás módja: lapra csukható<br />A hordozó 13 kg-ig használható<br />A sportrész 6 hónapos kortól kb.3 éves korig, 15 kg-ig használható.<br />Az első kerekek bolygósíthatók. A hátsó kerék fékezhetők.<br />Háttámla több pozícióba állítható.<br />5 pontos biztonsági övvel és puha mellkasvédővel.<br />A fogantyú magassága állítható.<br />Praktikus táska belső rekesszel és kivehető pelenkázólappal";"";"";"1";"";"1";"0";"0";"";""
"F043";"Go Baby Neo 3 in 1 multifunkciós babakocsi";"1";"70858.2677";"89990";"A Go Baby neo a legteljesebb 3 az 1-ben babakocsi a piacon<br />Pelenkazsákkal és adapterekkel a babahordozó alvázba történő behelyezéséhez<br />Kompakt alvázzal, könnyen összecsukható<br />Tartalmaz egy hordtáskát<br />Ideális babakocsi babája számára<br />Alsó kosár: kb. 25 l térfogat<br />Új kerekek dupla felfüggesztéssel<br />Méretek:85,4 x 50,6 x 47,2 cm Súly: 13,8 kilogramm<br />Ajánlott terhelhetőség: 22kg";"";"";"1";"";"1";"0";"0";"";""
"H084";"Hauck Malibu 4 Trioset babakocsi ";"2";"64559.0551";"81990";"<!HTML KOD><p><strong>Új, Ellenőrzés miatt bontott doboz</strong><br />A Hauck Malibu 4 Trioset babakocsit minden anyuka értékelni fogja, mivel a 3-az 1-ben szett újszülött kortól egészen óvodás korig elkíséri a gyermeket. <br />Modern és könnyű kocsi, mely ideális a mindennapi családi élethez vagy a pihentető nyaraláshoz.<br />A készlet tartalma: sport rész, mózeskosár, bébihordozó<br />Könnyített alumínium váz<br />5 pontos párnázott biztonsági öv<br />Állítható háttámla 112° ülő, 151° fekvő<br />Könnyű felfüggesztés<br />Állítható lábtartó<br />Levehető első fogantyú<br />Eltávolítható kapucni<br />Levehető mosható huzat<br />Tágas kosár<br />Paraméterek:<br />A kocsi súlya 9,1 kg (készlet 17,3 kg)<br />A kinyitott kocsi méretei: 89 × 55 × 104 cm<br />Az összecsukott kocsi méretei: 79 × 55 × 40 cm<br />A kosár mérete: 77 × 33 cm<br />Ülés szélessége 35 cm<br />PVC kerekek: Ø Ø 17,5/19,5 cm, az első kerekek 360º-ban forgathatók és blokkolhatók</p>";"";"";"1";"";"1";"0";"0";"";""
"C091";"Hauck Mars Wild Blooms multifunkciós babakocsi";"1";"62984.252";"79990";"<!HTML KOD><p><strong>Új, kiállított darab, bontott doboz</strong><br />-Hordozó csatlakoztatható<br />-Az ülőrész újszülöttkortól használható<br />-Újszülöttkortól használható külön vásárolható hordozóval<br />-Háttámlája könnyen dönthető, fokozatok száma: 4<br />-Az ülőrész egy mozdulattal levehető<br />-Megfordítható ülőrész<br />-Lapalakúra csukható össze<br />-Felszereltsége: alsó kosár, állítható lábtartó, állítható, huzattal bevont karfa, lábzsák, vállpárna<br />-Mérete összecsukva - HxSzxM (cm): 83x58,5x41<br />-Mérete: 92x58,5x104<br />-Súlya az ülőrésszel együtt (kg): 10,2<br />-A váz anyaga: alumínium<br />-Belső biztonsági öve: 5 pontos<br />-A huzat anyaga: poliészter<br />-A huzat tisztítása: közvetlen tisztítással<br />-Ülőrész terhelhetősége (max. kg): 22</p>";"";"";"1";"";"1";"0";"0";"";""
